"Date Printed: Sunday, April 16, 2023 10:46:30 PM"
Title: "AIDS classifications | AIDS deaths | AIDS prevalence | HIV deaths | HIV diagnoses | HIV prevalence | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Death data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Death data based on residence at death. See Technical Notes for death reporting by jurisdiction.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



指标 ,年 ,地理 ,案例 ,每 100000 人的比率 
"HIV deaths","2015","New York","36","1,812","10.9"
"HIV deaths","2016","New York","36","1,868","11.2"
"HIV deaths","2017","New York","36","1,802","10.8"
"HIV deaths","2018","New York","36","1,738","10.5"
"HIV deaths","2019","New York","36","1,795","10.8"
"HIV deaths","2020 (COVID-19 Pandemic)","New York","36","2,397","14.6"
"HIV diagnoses","2008","New York","36","4,533","27.8"
"HIV diagnoses","2009","New York","36","4,152","25.3"
"HIV diagnoses","2010","New York","36","3,901","23.8"
"HIV diagnoses","2011","New York","36","3,769","22.9"
"HIV diagnoses","2012","New York","36","3,519","21.3"
"HIV diagnoses","2013","New York","36","3,235","19.5"
"HIV diagnoses","2014","New York","36","3,312","19.9"
"HIV diagnoses","2015","New York","36","3,065","18.4"
"HIV diagnoses","2016","New York","36","2,822","16.9"
"HIV diagnoses","2017","New York","36","2,736","16.4"
"HIV diagnoses","2018","New York","36","2,449","14.7"
"HIV diagnoses","2019","New York","36","2,336","14.1"
"HIV diagnoses","2020 (COVID-19 Pandemic)","New York","36","1,963","11.9"
"HIV prevalence","2008","New York","36","112,959","691.6"
"HIV prevalence","2009","New York","36","114,789","699.5"
"HIV prevalence","2010","New York","36","115,644","706.8"
"HIV prevalence","2011","New York","36","117,082","711.3"
"HIV prevalence","2012","New York","36","118,432","716.0"
"HIV prevalence","2013","New York","36","119,257","718.2"
"HIV prevalence","2014","New York","36","122,267","734.5"
"HIV prevalence","2015","New York","36","123,060","738.7"
"HIV prevalence","2016","New York","36","124,599","748.0"
"HIV prevalence","2017","New York","36","125,478","754.1"
"HIV prevalence","2018","New York","36","126,178","759.6"
"HIV prevalence","2019","New York","36","126,182","762.1"
"HIV prevalence","2020 (COVID-19 Pandemic)","New York","36","125,383","761.6"
"AIDS classifications","2008","North Carolina","37","928","12.2"
"AIDS classifications","2009","North Carolina","37","943","12.2"
"AIDS classifications","2010","North Carolina","37","792","10.0"
"AIDS classifications","2011","North Carolina","37","802","10.0"
"AIDS classifications","2012","North Carolina","37","778","9.6"
"AIDS classifications","2013","North Carolina","37","842","10.3"
"AIDS classifications","2014","North Carolina","37","693","8.3"
"AIDS classifications","2015","North Carolina","37","720","8.6"
"AIDS classifications","2016","North Carolina","37","596","7.0"
"AIDS classifications","2017","North Carolina","37","589","6.8"
"AIDS classifications","2018","North Carolina","37","510","5.8"
"AIDS classifications","2019","North Carolina","37","517","5.8"
"AIDS classifications","2020 (COVID-19 Pandemic)","North Carolina","37","521","5.8"
"AIDS deaths","2008","North Carolina","37","400","5.3"
"AIDS deaths","2009","North Carolina","37","430","5.6"
"AIDS deaths","2010","North Carolina","37","414","5.2"
"AIDS deaths","2011","North Carolina","37","374","4.7"
"AIDS deaths","2012","North Carolina","37","359","4.4"
"AIDS deaths","2013","North Carolina","37","394","4.8"
"AIDS deaths","2014","North Carolina","37","401","4.8"
"AIDS deaths","2015","North Carolina","37","409","4.9"
"AIDS deaths","2016","North Carolina","37","383","4.5"
"AIDS deaths","2017","North Carolina","37","393","4.6"
"AIDS deaths","2018","North Carolina","37","363","4.1"
"AIDS deaths","2019","North Carolina","37","356","4.0"
"AIDS deaths","2020 (COVID-19 Pandemic)","North Carolina","37","377","4.2"
"AIDS prevalence","2008","North Carolina","37","8,561","112.5"
"AIDS prevalence","2009","North Carolina","37","9,136","118.4"
"AIDS prevalence","2010","North Carolina","37","10,499","132.5"
"AIDS prevalence","2011","North Carolina","37","10,939","136.6"
"AIDS prevalence","2012","North Carolina","37","11,750","145.0"
"AIDS prevalence","2013","North Carolina","37","12,246","149.2"
"AIDS prevalence","2014","North Carolina","37","12,742","153.5"
"AIDS prevalence","2015","North Carolina","37","13,200","157.1"
"AIDS prevalence","2016","North Carolina","37","13,436","157.6"
"AIDS prevalence","2017","North Carolina","37","13,794","159.7"
"AIDS prevalence","2018","North Carolina","37","14,151","161.7"
"AIDS prevalence","2019","North Carolina","37","14,569","164.4"
"AIDS prevalence","2020 (COVID-19 Pandemic)","North Carolina","37","14,827","165.4"
"HIV deaths","2008","North Carolina","37","572","7.5"
"HIV deaths","2009","North Carolina","37","622","8.1"
"HIV deaths","2010","North Carolina","37","572","7.2"
"HIV deaths","2011","North Carolina","37","540","6.7"
"HIV deaths","2012","North Carolina","37","518","6.4"
"HIV deaths","2013","North Carolina","37","529","6.4"
"HIV deaths","2014","North Carolina","37","546","6.6"
"HIV deaths","2015","North Carolina","37","561","6.7"
"HIV deaths","2016","North Carolina","37","523","6.1"
"HIV deaths","2017","North Carolina","37","553","6.4"
"HIV deaths","2018","North Carolina","37","533","6.1"
"HIV deaths","2019","North Carolina","37","509","5.7"
"HIV deaths","2020 (COVID-19 Pandemic)","North Carolina","37","563","6.3"
"HIV diagnoses","2008","North Carolina","37","1,689","22.2"
"HIV diagnoses","2009","North Carolina","37","1,565","20.3"
"HIV diagnoses","2010","North Carolina","37","1,432","18.1"
"HIV diagnoses","2011","North Carolina","37","1,424","17.8"
"HIV diagnoses","2012","North Carolina","37","1,226","15.1"
"HIV diagnoses","2013","North Carolina","37","1,276","15.5"
"HIV diagnoses","2014","North Carolina","37","1,309","15.8"
"HIV diagnoses","2015","North Carolina","37","1,331","15.8"
"HIV diagnoses","2016","North Carolina","37","1,384","16.2"
"HIV diagnoses","2017","North Carolina","37","1,291","14.9"
"HIV diagnoses","2018","North Carolina","37","1,180","13.5"
"HIV diagnoses","2019","North Carolina","37","1,365","15.4"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Carolina","37","1,079","12.0"
"HIV prevalence","2008","North Carolina","37","21,608","284.0"
"HIV prevalence","2009","North Carolina","37","22,610","293.1"
"HIV prevalence","2010","North Carolina","37","23,969","302.5"
"HIV prevalence","2011","North Carolina","37","24,802","309.8"
"HIV prevalence","2012","North Carolina","37","26,081","321.9"
"HIV prevalence","2013","North Carolina","37","26,862","327.3"
"HIV prevalence","2014","North Carolina","37","27,899","336.0"
"HIV prevalence","2015","North Carolina","37","28,867","343.5"
"HIV prevalence","2016","North Carolina","37","29,784","349.4"
"HIV prevalence","2017","North Carolina","37","30,738","355.9"
"HIV prevalence","2018","North Carolina","37","31,667","361.9"
"HIV prevalence","2019","North Carolina","37","32,944","371.8"
"HIV prevalence","2020 (COVID-19 Pandemic)","North Carolina","37","33,562","374.3"
"AIDS classifications","2008","North Dakota","38","8","1.5"
"AIDS classifications","2009","North Dakota","38","11","2.0"
"AIDS classifications","2010","North Dakota","38","5","0.9"
"AIDS classifications","2011","North Dakota","38","3","0.5"
"AIDS classifications","2012","North Dakota","38","8","1.4"
"AIDS classifications","2013","North Dakota","38","12","2.0"
"AIDS classifications","2014","North Dakota","38","10","1.6"
"AIDS classifications","2015","North Dakota","38","14","2.2"
"AIDS classifications","2016","North Dakota","38","16","2.6"
"AIDS classifications","2017","North Dakota","38","14","2.2"
"AIDS classifications","2018","North Dakota","38","10","1.6"
"AIDS classifications","2019","North Dakota","38","17","2.7"
"AIDS classifications","2020 (COVID-19 Pandemic)","North Dakota","38","19","3.0"
"AIDS deaths","2008","North Dakota","38","8","1.5"
"AIDS deaths","2009","North Dakota","38","3","0.6"
"AIDS deaths","2010","North Dakota","38","5","0.9"
"AIDS deaths","2011","North Dakota","38","4","0.7"
"AIDS deaths","2012","North Dakota","38","3","0.5"
"AIDS deaths","2013","North Dakota","38","3","0.5"
"AIDS deaths","2014","North Dakota","38","6","1.0"
"AIDS deaths","2015","North Dakota","38","7","1.1"
"AIDS deaths","2016","North Dakota","38","4","0.6"
"AIDS deaths","2017","North Dakota","38","3","0.5"
"AIDS deaths","2018","North Dakota","38","6","1.0"
"AIDS deaths","2019","North Dakota","38","5","0.8"
"AIDS deaths","2020 (COVID-19 Pandemic)","North Dakota","38","4","0.6"
"AIDS prevalence","2008","North Dakota","38","73","13.5"
"AIDS prevalence","2009","North Dakota","38","82","15.1"
"AIDS prevalence","2010","North Dakota","38","98","17.3"
"AIDS prevalence","2011","North Dakota","38","102","17.8"
"AIDS prevalence","2012","North Dakota","38","111","18.9"
"AIDS prevalence","2013","North Dakota","38","124","20.6"
"AIDS prevalence","2014","North Dakota","38","144","23.5"
"AIDS prevalence","2015","North Dakota","38","164","26.3"
"AIDS prevalence","2016","North Dakota","38","185","29.7"
"AIDS prevalence","2017","North Dakota","38","193","30.9"
"AIDS prevalence","2018","North Dakota","38","201","32.1"
"AIDS prevalence","2019","North Dakota","38","220","35.0"
"AIDS prevalence","2020 (COVID-19 Pandemic)","North Dakota","38","234","37.1"
"HIV deaths","2008","North Dakota","38","9","1.7"
"HIV deaths","2009","North Dakota","38","5","0.9"
"HIV deaths","2010","North Dakota","38","6","1.1"
"HIV deaths","2011","North Dakota","38","4","0.7"
"HIV deaths","2012","North Dakota","38","3","0.5"
"HIV deaths","2013","North Dakota","38","5","0.8"
"HIV deaths","2014","North Dakota","38","7","1.1"
"HIV deaths","2015","North Dakota","38","8","1.3"
"HIV deaths","2016","North Dakota","38","5","0.8"
"HIV deaths","2017","North Dakota","38","3","0.5"
"HIV deaths","2018","North Dakota","38","8","1.3"
"HIV deaths","2019","North Dakota","38","5","0.8"
"HIV deaths","2020 (COVID-19 Pandemic)","North Dakota","38","5","0.8"
"HIV diagnoses","2008","North Dakota","38","12","2.2"
"HIV diagnoses","2009","North Dakota","38","13","2.4"
"HIV diagnoses","2010","North Dakota","38","14","2.5"
"HIV diagnoses","2011","North Dakota","38","13","2.3"
"HIV diagnoses","2012","North Dakota","38","9","1.5"
"HIV diagnoses","2013","North Dakota","38","19","3.2"
"HIV diagnoses","2014","North Dakota","38","20","3.3"
"HIV diagnoses","2015","North Dakota","38","20","3.2"
"HIV diagnoses","2016","North Dakota","38","46","7.4"
"HIV diagnoses","2017","North Dakota","38","38","6.1"
"HIV diagnoses","2018","North Dakota","38","36","5.8"
"HIV diagnoses","2019","North Dakota","38","40","6.4"
"HIV diagnoses","2020 (COVID-19 Pandemic)","North Dakota","38","36","5.7"
"HIV prevalence","2008","North Dakota","38","164","30.4"
"HIV prevalence","2009","North Dakota","38","174","32.0"
"HIV prevalence","2010","North Dakota","38","201","35.5"
"HIV prevalence","2011","North Dakota","38","214","37.3"
"HIV prevalence","2012","North Dakota","38","239","40.8"
"HIV prevalence","2013","North Dakota","38","251","41.7"
"HIV prevalence","2014","North Dakota","38","293","47.8"
"HIV prevalence","2015","North Dakota","38","326","52.2"
"HIV prevalence","2016","North Dakota","38","372","59.6"
"HIV prevalence","2017","North Dakota","38","410","65.7"
"HIV prevalence","2018","North Dakota","38","449","71.7"
"HIV prevalence","2019","North Dakota","38","494","78.6"
"HIV prevalence","2020 (COVID-19 Pandemic)","North Dakota","38","526","83.4"
"AIDS classifications","2008","Ohio","39","610","6.4"
"AIDS classifications","2009","Ohio","39","654","6.8"
"AIDS classifications","2010","Ohio","39","598","6.2"
"AIDS classifications","2011","Ohio","39","594","6.2"
"AIDS classifications","2012","Ohio","39","545","5.6"
"AIDS classifications","2013","Ohio","39","555","5.7"
"AIDS classifications","2014","Ohio","39","432","4.4"
"AIDS classifications","2015","Ohio","39","463","4.7"
"AIDS classifications","2016","Ohio","39","527","5.4"
"AIDS classifications","2017","Ohio","39","448","4.6"
"AIDS classifications","2018","Ohio","39","478","4.9"
"AIDS classifications","2019","Ohio","39","482","4.9"
"AIDS classifications","2020 (COVID-19 Pandemic)","Ohio","39","398","4.0"
"AIDS deaths","2008","Ohio","39","286","3.0"
"AIDS deaths","2009","Ohio","39","267","2.8"
"AIDS deaths","2010","Ohio","39","218","2.3"
"AIDS deaths","2011","Ohio","39","245","2.5"
"AIDS deaths","2012","Ohio","39","255","2.6"
"AIDS deaths","2013","Ohio","39","235","2.4"
"AIDS deaths","2014","Ohio","39","259","2.7"
"AIDS deaths","2015","Ohio","39","232","2.4"
"AIDS deaths","2016","Ohio","39","254","2.6"
"AIDS deaths","2017","Ohio","39","278","2.8"
"AIDS deaths","2018","Ohio","39","289","2.9"
"AIDS deaths","2019","Ohio","39","276","2.8"
"AIDS deaths","2020 (COVID-19 Pandemic)","Ohio","39","320","3.2"
"AIDS prevalence","2008","Ohio","39","7,229","75.4"
"AIDS prevalence","2009","Ohio","39","7,634","79.4"
"AIDS prevalence","2010","Ohio","39","8,311","86.5"
"AIDS prevalence","2011","Ohio","39","8,616","89.4"
"AIDS prevalence","2012","Ohio","39","8,869","91.8"
"AIDS prevalence","2013","Ohio","39","9,155","94.4"
"AIDS prevalence","2014","Ohio","39","9,396","96.5"
"AIDS prevalence","2015","Ohio","39","9,674","99.1"
"AIDS prevalence","2016","Ohio","39","10,087","103.1"
"AIDS prevalence","2017","Ohio","39","10,335","105.3"
"AIDS prevalence","2018","Ohio","39","10,512","106.9"
"AIDS prevalence","2019","Ohio","39","10,866","110.2"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Ohio","39","10,945","110.9"
"HIV deaths","2008","Ohio","39","373","3.9"
"HIV deaths","2009","Ohio","39","331","3.4"
"HIV deaths","2010","Ohio","39","287","3.0"
"HIV deaths","2011","Ohio","39","313","3.2"
"HIV deaths","2012","Ohio","39","349","3.6"
"HIV deaths","2013","Ohio","39","316","3.3"
"HIV deaths","2014","Ohio","39","348","3.6"
"HIV deaths","2015","Ohio","39","309","3.2"
"HIV deaths","2016","Ohio","39","354","3.6"
"HIV deaths","2017","Ohio","39","379","3.9"
"HIV deaths","2018","Ohio","39","373","3.8"
"HIV deaths","2019","Ohio","39","399","4.0"
"HIV deaths","2020 (COVID-19 Pandemic)","Ohio","39","414","4.2"
"HIV diagnoses","2008","Ohio","39","1,051","11.0"
"HIV diagnoses","2009","Ohio","39","1,037","10.8"
"HIV diagnoses","2010","Ohio","39","982","10.2"
"HIV diagnoses","2011","Ohio","39","1,040","10.8"
"HIV diagnoses","2012","Ohio","39","1,010","10.5"
"HIV diagnoses","2013","Ohio","39","1,036","10.7"
"HIV diagnoses","2014","Ohio","39","945","9.7"
"HIV diagnoses","2015","Ohio","39","921","9.4"
"HIV diagnoses","2016","Ohio","39","954","9.8"
"HIV diagnoses","2017","Ohio","39","982","10.0"
"HIV diagnoses","2018","Ohio","39","973","9.9"
"HIV diagnoses","2019","Ohio","39","965","9.8"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Ohio","39","888","9.0"
"HIV prevalence","2008","Ohio","39","15,406","160.6"
"HIV prevalence","2009","Ohio","39","16,124","167.7"
"HIV prevalence","2010","Ohio","39","16,830","175.1"
"HIV prevalence","2011","Ohio","39","17,461","181.2"
"HIV prevalence","2012","Ohio","39","18,091","187.3"
"HIV prevalence","2013","Ohio","39","18,733","193.1"
"HIV prevalence","2014","Ohio","39","19,470","200.0"
"HIV prevalence","2015","Ohio","39","20,171","206.7"
"HIV prevalence","2016","Ohio","39","21,033","215.0"
"HIV prevalence","2017","Ohio","39","21,800","222.1"
"HIV prevalence","2018","Ohio","39","22,357","227.4"
"HIV prevalence","2019","Ohio","39","23,203","235.4"
"HIV prevalence","2020 (COVID-19 Pandemic)","Ohio","39","23,685","240.0"
"AIDS classifications","2008","Oklahoma","40","186","6.2"
"AIDS classifications","2009","Oklahoma","40","170","5.6"
"AIDS classifications","2010","Oklahoma","40","134","4.4"
"AIDS classifications","2011","Oklahoma","40","169","5.4"
"AIDS classifications","2012","Oklahoma","40","182","5.8"
"AIDS classifications","2013","Oklahoma","40","169","5.3"
"AIDS classifications","2014","Oklahoma","40","160","5.0"
"AIDS classifications","2015","Oklahoma","40","154","4.8"
"AIDS classifications","2016","Oklahoma","40","148","4.6"
"AIDS classifications","2017","Oklahoma","40","143","4.4"
"AIDS classifications","2018","Oklahoma","40","135","4.2"
"AIDS classifications","2019","Oklahoma","40","116","3.5"
"AIDS classifications","2020 (COVID-19 Pandemic)","Oklahoma","40","134","4.1"
"HIV diagnoses","2008","Oklahoma","40","286","9.6"
"HIV diagnoses","2009","Oklahoma","40","295","9.8"
"HIV diagnoses","2010","Oklahoma","40","285","9.3"
"HIV diagnoses","2011","Oklahoma","40","312","10.0"
"HIV diagnoses","2012","Oklahoma","40","284","9.1"
"HIV diagnoses","2013","Oklahoma","40","331","10.5"
"HIV diagnoses","2014","Oklahoma","40","302","9.5"
"HIV diagnoses","2015","Oklahoma","40","312","9.7"
"HIV diagnoses","2016","Oklahoma","40","293","9.1"
"HIV diagnoses","2017","Oklahoma","40","300","9.3"
"HIV diagnoses","2018","Oklahoma","40","278","8.5"
"HIV diagnoses","2019","Oklahoma","40","336","10.3"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Oklahoma","40","333","10.1"
"AIDS deaths","2008","Oklahoma^","40","102","3.4"
"AIDS deaths","2009","Oklahoma^","40","104","3.4"
"AIDS deaths","2010","Oklahoma^","40","82","2.7"
"AIDS deaths","2011","Oklahoma^","40","94","3.0"
"AIDS deaths","2012","Oklahoma^","40","93","3.0"
"AIDS deaths","2013","Oklahoma^","40","104","3.3"
"AIDS deaths","2014","Oklahoma^","40","112","3.5"
"AIDS deaths","2015","Oklahoma^","40","120","3.7"
"AIDS deaths","2016","Oklahoma^","40","91","2.8"
"AIDS deaths","2017","Oklahoma^","40","82","2.5"
"AIDS deaths","2018","Oklahoma^","40","86","2.6"
"AIDS deaths","2019","Oklahoma^","40","118","3.6"
"AIDS deaths","2020 (COVID-19 Pandemic)","Oklahoma^","40","122","3.7"
"AIDS prevalence","2008","Oklahoma^","40","2,135","71.5"
"AIDS prevalence","2009","Oklahoma^","40","2,215","73.5"
"AIDS prevalence","2010","Oklahoma^","40","2,457","79.8"
"AIDS prevalence","2011","Oklahoma^","40","2,504","80.6"
"AIDS prevalence","2012","Oklahoma^","40","2,589","82.7"
"AIDS prevalence","2013","Oklahoma^","40","2,664","84.3"
"AIDS prevalence","2014","Oklahoma^","40","2,732","85.8"
"AIDS prevalence","2015","Oklahoma^","40","2,782","86.6"
"AIDS prevalence","2016","Oklahoma^","40","2,850","88.3"
"AIDS prevalence","2017","Oklahoma^","40","2,906","89.7"
"AIDS prevalence","2018","Oklahoma^","40","2,968","91.3"
"AIDS prevalence","2019","Oklahoma^","40","2,993","91.5"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Oklahoma^","40","3,059","92.8"
"HIV deaths","2008","Oklahoma^","40","120","4.0"
"HIV deaths","2009","Oklahoma^","40","128","4.2"
"HIV deaths","2010","Oklahoma^","40","106","3.4"
"HIV deaths","2011","Oklahoma^","40","119","3.8"
"HIV deaths","2012","Oklahoma^","40","115","3.7"
"HIV deaths","2013","Oklahoma^","40","123","3.9"
"HIV deaths","2014","Oklahoma^","40","136","4.3"
"HIV deaths","2015","Oklahoma^","40","139","4.3"
"HIV deaths","2016","Oklahoma^","40","119","3.7"
"HIV deaths","2017","Oklahoma^","40","108","3.3"
"HIV deaths","2018","Oklahoma^","40","117","3.6"
"HIV deaths","2019","Oklahoma^","40","142","4.3"
"HIV deaths","2020 (COVID-19 Pandemic)","Oklahoma^","40","155","4.7"
"HIV prevalence","2008","Oklahoma^","40","4,332","145.1"
"HIV prevalence","2009","Oklahoma^","40","4,517","149.8"
"HIV prevalence","2010","Oklahoma^","40","4,752","154.3"
